zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
29346965,1401 Farris Drive,78738,30.347264,-97.958829,336346.0,4360,363254,316165,1655,14057,2000.0,,
29457066,17806 Kilkenny Drive,78660,30.472562,-97.637429,237407.0,-764,251651,225537,1813,7187,2001.0,,
,5509 Colton Road,78719,,,,,,,,,,,
70341093,20604 Farm Pond Lane,78660,30.47994,-97.566927,233507.0,4442,245182,221832,1556,6068,2007.0,,
,2028 Cougar Country Drive,78613,,,,,,,,,,,
58309757,1408 Marsh Harbour Drive,78664,30.471586,-97.643715,241976.0,-6682,254075,229877,2126,9531,2000.0,,
29413682,7403 Blessing Avenue,78752,30.331056,-97.6933,263119.0,5219,276275,247332,1596,8002,1984.0,,
,13269 Trail Driver,78737,,,,,,,,,,,
70331887,504 Bella Montagna Circle,78734,30.361282,-97.9548,,,,,,43560,,,
,2472 Goldfinch Drive,78613,,,,,,,,,,,
29344659,4308 Ravine Ridge Trail,78746,30.337815,-97.794071,1694965.0,-10034,1881411,1525469,6778,43560,1998.0,,
29471856,9426 Bock Road,78610,30.06566,-97.676426,197531.0,6390,229136,163951,932,126760,1972.0,,
29508985,2107 Quicksilver Boulevard,78744,30.177198,-97.768923,213475.0,9339,226284,200666,1135,8982,1986.0,09/09/1996,70824
,10933 Pearce Lane,78617,,,,,,,,,,,
,349 Leisurewoods Drive,78610,,,,,,,,,,,
,9232 Research Boulevard,78757,,,,,,,,,,,
,421 Matzig Cove,78610,,,,,,,,,,,
,2534 Farm-to-Market Road 973,78725,,,,,,,,,,,
29549525,12802 Spillway Drive,78729,30.458626,-97.788833,232506.0,8632,251106,211580,1259,8511,1984.0,,
29483466,5205 Wheeler Branch Circle,78749,30.222469,-97.854463,447850.0,-4455,470242,425458,2203,9801,1983.0,01/06/2017,
,7913 Burleson Manor Road,78653,,,,,,,,,,,
,1917 East Parmer Lane,78754,,,,,,,,,,,
29504574,10233 Snapdragon Drive,78739,30.187823,-97.867769,391081.0,2218,410635,371527,2344,10067,1999.0,,
29481359,7220 Quimper Lane,78749,30.225993,-97.86708,411803.0,1051,432393,391213,2583,9361,1995.0,,
,3899 Sebastian Cove,78681,,,,,,,,,,,
70337157,121 Burgess Lane,78738,30.336863,-97.953153,782954.0,8606,837761,712488,5330,18338,2007.0,,
2089575861,525 North Lamar Boulevard,78703,30.392333,-97.679904,,,,,686,,,,
,1509 Morgan Lane,78704,,,,,,,,,,,
,820 Shelby Lane,78745,,,,,,,,,,,
29339422,15 Cousteau Lane,78746,30.310568,-97.834182,1701262.0,28390,1837363,1514123,6151,48352,1983.0,,
,8499 Sassman Road,78747,,,,,,,,,,,
,7505 O'Connor Drive,78681,,,,,,,,,,,
185247874,602 South Gadwall Lane,78613,30.508592,-97.797786,457598.0,-13566,544542,430142,3754,,2011.0,,
29433889,1401 Click Cove,78758,30.381242,-97.700613,262863.0,1528,276006,247091,900,12659,1976.0,,
,7168 Black Rock Bend,78681,,,,,,,,,,,
,6409 City Park Road,78730,,,,,,,,,,,
64740376,19208 Hog Eye Road,78653,30.294457,-97.513544,281127.0,-3338,337352,244580,720,435600,1950.0,,
,18501 Camino Real,78616,,,,,,,,,,,
,7900 Dee Gabriel Collins Road,78744,,,,,,,,,,,
2105128402,3800 South 2nd Street,78704,30.229764,-97.770652,367871.0,-12743,452481,202329,,,,,
,13692 Paisano Circle,78737,,,,,,,,,,,
29464213,1308 Citation Circle,78617,30.223919,-97.522191,242491.0,3647,269165,230366,1376,46914,1966.0,,
,8016 Burleson Road,78744,,,,,,,,,,,
29363519,5002 Lake View Drive,78732,30.393292,-97.889034,1140562.0,7315,1254618,1003695,4093,23592,1963.0,,
,10448 Pecan Park Boulevard,78729,,,,,,,,,,,
,14005 McNeil Round Rock Road,78728,,,,,,,,,,,
,13808 Low Water Crossing Road,78732,,,,,,,,,,,
,2340 Masonwood Way,78681,,,,,,,,,,,
64618636,108 Brandon Way,78733,30.321722,-97.861641,1769131.0,77738,2052192,1556835,6561,116436,2004.0,,
,14101 Ranch to Market Road 1826,78737,,,,,,,,,,,
,16001 Milo Road,78725,,,,,,,,,,,
144999342,10415 Dahlgreen Avenue,78739,30.190549,-97.879938,,,,,,263625,,,
28594618,901 Valley View Drive,78640,30.002213,-97.805342,137165.0,2197,150881,124820,1120,32670,1978.0,,
,12715 Lowden Lane,78652,,,,,,,,,,,
2121238192,6425 Soter Pkwy,78735,30.266085,-97.841564,2748815.0,-230198,3188625,2144076,8143,142266,2005.0,,
,927 Ruby Ranch Road,78610,,,,,,,,,,,
29595301,8536 Foxhound Trail,78729,30.445203,-97.77468,358126.0,-6391,379614,340220,2707,6490,1998.0,,
70343778,11605 Robert Wooding Drive,78748,30.14943,-97.828238,204714.0,-210,216997,190384,1183,5397,2005.0,,
70328032,9462 El Rey Boulevard,78737,30.223125,-97.914476,,,,,3497,57063,1990.0,09/01/2012,
,2315 Rutland Drive,78758,,,,,,,,,,,
29514609,11620 Arroyo Blanco Drive,78748,30.157354,-97.849141,433156.0,-1114,463477,411498,2937,13822,2001.0,,
,11250 TX 71,78735,,,,,,,,,,,
249889740,6900 Kellam Road,78617,30.157881,-97.623555,,,,,,217800,,,
,503 Indian Creek Road,78610,,,,,,,,,,,
,622 Hillview Road,78616,,,,,,,,,,,
29599190,3805 Bent Brook Drive,78664,30.510172,-97.608764,532725.0,-6166,570016,506089,4346,11194,1998.0,01/31/2018,540000
,4173 RM 2222,78731,,,,,,,,,,,
70323756,13506 Saddle Back Pass,78738,30.2907,-97.966655,722106.0,-7805,758211,686001,3500,66036,2005.0,,
29474421,6900 Midwood Parkway,78736,30.251336,-97.910402,508401.0,-25,533821,482981,2760,48787,1990.0,,
29472711,1613 South 3rd Street,78704,30.249389,-97.757876,841520.0,24642,1035070,732122,1655,8490,1938.0,,
29466745,5501 Sapote Court,78744,30.195372,-97.748649,183260.0,547,199753,170432,1501,8363,1975.0,11/18/2013,127000
,261 Comanche Trail,78621,,,,,,,,,,,
,1935 Waukesha Drive,78660,,,,,,,,,,,
,7005 Nez Perce Trace,78653,,,,,,,,,,,
,17699 Blake Manor Road,78653,,,,,,,,,,,
29346597,3702 Rivercrest Drive,78746,30.33977,-97.814112,2050374.0,-48997,2173396,1783825,3481,11282,1980.0,,
29334704,3013 Barton Point Circle,78733,30.295172,-97.895103,723328.0,-14217,759494,679928,2833,17058,1987.0,,
,8215 US 290,78736,,,,,,,,,,,
29420860,901 Hermitage Drive,78753,30.348565,-97.692168,294447.0,-15,323892,273836,2023,8799,1964.0,,
29501124,6307 Bluff Springs Road,78744,30.191394,-97.765548,,,,,1116,380257,1996.0,05/31/2017,
29396193,3402 Robinson Avenue,78722,30.291645,-97.720654,505309.0,320,530574,474990,1699,6403,1936.0,12/30/2016,455000
29331378,3601 Barton Creek Boulevard,78735,30.281419,-97.877989,863207.0,-2618,906367,820047,3940,43952,1984.0,,
144152163,7904 Barton Club Drive,78735,30.291967,-97.85215,630154.0,-22380,762486,516726,,457249,,,
,11284 TX 71,78735,,,,,,,,,,,
2130747727,1501 West 6th Street,78701,30.273864,-97.761712,512623.0,-1972,666410,435730,950,1611,1981.0,,
29499261,8606 Coastal Drive,78749,30.2011,-97.846609,391334.0,3655,410901,371767,2710,6647,1987.0,,
,167 Woodway,78621,,,,,,,,,,,
29494914,2105 Granberry Drive,78745,30.19938,-97.811241,328132.0,13529,364227,295319,2188,6769,1984.0,,
125806771,112 Stephanie Lane,78738,30.327894,-97.996043,,,,,,77231,,,
,12609 East Parsons Street,78653,,,,,,,,,,,
,3345 Bee Caves Road,78746,,,,,,,,,,,
29341224,3104 Kittowa Cove,78746,30.31686,-97.782368,1133949.0,10807,1190646,1031894,4255,14431,2000.0,,
29574984,1305 Rockridge Street,78681,30.500922,-97.707778,287616.0,-1416,304873,270359,2282,5693,1994.0,,
29452390,700 Valley Meadow Drive,78660,30.446132,-97.622694,245523.0,6,257799,233247,1738,8621,1996.0,,
,215 Elm Forest Loop,78612,,,,,,,,,,,
144240331,15601 Decker Lake Road,78653,30.266371,-97.573329,718685.0,-24337,1013346,531827,1296,3727211,1994.0,,
,2529 Lonian Cove,78730,,,,,,,,,,,
,925 Peppermint Trail,78667,,,,,,,,,,,
29336383,301 Cedar Oak Drive,78746,30.295889,-97.803625,823626.0,5744,963642,749500,2755,43996,1991.0,,
28594359,16274 Crystal Hill Drive,78737,30.143477,-97.967509,431909.0,-16879,479419,405994,2634,43560,1993.0,,
29466034,2920 Ellon Road,78617,30.207213,-97.642173,157305.0,1209,177755,135282,864,13734,1985.0,,
,1501 South MoPac Expressway,78746,,,,,,,,,,,
,13597 Three Island Road,78617,,,,,,,,,,,
,3501 Luther Lane,78705,,,,,,,,,,,
29432826,1613 Mearns Meadow Boulevard,78758,30.378766,-97.706807,329232.0,3908,355571,309478,1439,9583,1974.0,,
52832762,1504 Weiskopf Loop,78664,30.515579,-97.594827,452888.0,-6782,493648,430244,3608,15300,2001.0,,
,13490 Old San Antonio Road,78610,,,,,,,,,,,
29517694,13416 Frostdale Drive,78641,30.521454,-97.878826,261260.0,2997,300449,227296,1988,36154,1996.0,05/26/2016,115777
,13299 Shawnee Drive,78652,,,,,,,,,,,
29369239,11800 Highland Oaks Trail,78759,30.421621,-97.753923,457407.0,-782,484851,434537,2487,15550,1971.0,,
,16330 Farm-to-Market Road 973,78653,,,,,,,,,,,
29436396,11905 Shady Springs Road,78758,30.395346,-97.690575,274433.0,-2743,299132,249734,16962,4508,1986.0,11/04/2016,
,1073 Deer Run,78681,,,,,,,,,,,
29491969,8912 Edwardson Lane,78749,30.213359,-97.884865,384745.0,-7106,403982,365508,2003,6900,1995.0,,
,168 Juarez Cove,78617,,,,,,,,,,,
110539059,18108 Travis Circle,78645,30.424056,-97.960015,3845763.0,2133,4038051,3653475,12320,215361,2000.0,07/17/1997,1587
29338296,531 Beardsley Lane,78746,30.306197,-97.849099,1197667.0,9478,1257550,1137784,4481,124320,1997.0,,
29323637,909 Bouldin Avenue,78704,30.25569,-97.75555,678352.0,-50590,719053,637651,1274,7500,1940.0,,
,10366 Doyle Road,78617,,,,,,,,,,,
29332717,3 Sundown Parkway,78746,30.288692,-97.821005,1219137.0,13452,1280094,1145989,3605,54014,1981.0,,
,8800 Maha Loop Road,78617,,,,,,,,,,,
,2300 London Lane,78613,,,,,,,,,,,
,5720 Blue Bluff Road,78724,,,,,,,,,,,
,12600 1/2 FM 812,78617,,,,,,,,,,,
29566997,11408 Bristle Oak Trail,78750,30.457768,-97.817388,255077.0,6869,275483,234671,1589,9584,1980.0,,
29399393,3805 Duval Street,78751,30.298901,-97.729279,516152.0,6557,624544,454214,1362,7475,1919.0,,
,9531 Bee Caves Road,78733,,,,,,,,,,,
29362707,1804 Blue Cat Lane,78734,30.390611,-97.962834,433292.0,563,472288,394296,2816,4500,1978.0,,
,2274 Cypress Club Pointe,78669,,,,,,,,,,,
29603811,1327 Roadrunner Drive,78613,30.469399,-97.828913,288161.0,-78,302569,270871,1905,7800,1996.0,,
,146 Maplewood North,78640,,,,,,,,,,,
29338809,2550 Scenic Drive,78703,30.306459,-97.776099,3193154.0,-1633,3448606,3033496,6466,39984,1984.0,,
29353893,5501 Blueridge Court,78731,30.361785,-97.784934,637715.0,6338,669601,586698,1896,21906,1982.0,,
29332819,1205 Glenn Cove,78746,30.286824,-97.838379,745721.0,9164,797921,700978,3386,12972,1990.0,,
,6820 Cypress Point Cove,78746,,,,,,,,,,,
29357844,224 Hurst Creek Road,78734,30.371317,-97.973916,427499.0,-1827,448874,406124,2660,15207,1984.0,,
,902 Dunlap Road North,78725,,,,,,,,,,,
29404598,5503 Purple Sage Drive,78724,30.309685,-97.655914,351665.0,13374,393865,298915,2596,8624,1974.0,,
144373761,11700 Fitzhugh Road,78736,30.231598,-97.972704,,,,,1710,1113481,1995.0,,
29514715,2913 Yandall Drive,78748,30.156292,-97.855336,396916.0,4200,416762,377070,2440,14897,2000.0,,
,8903 FM 969,78724,,,,,,,,,,,
125805484,14400 Plover Place,78617,30.13065,-97.620104,,,,,,85813,1976.0,,
29433687,1802 Mearns Meadow Boulevard,78758,30.381497,-97.708791,303132.0,7105,318289,287975,1253,7945,1978.0,,
29356216,5901 Deep Spring Cove,78730,30.369691,-97.819873,1313997.0,-8161,1458537,1143177,5814,70567,1996.0,,
29517612,13107 Onion Creek Drive,78652,30.11947,-97.823176,311900.0,-5023,327495,293186,1920,22329,1973.0,,
29327792,105 Riley Road,78746,30.274038,-97.779421,3620235.0,1718,5068329,3113402,8404,65340,2002.0,,
58300864,10512 Lakeside Drive,78645,30.490058,-97.920128,165508.0,7805,175438,148957,773,10890,1955.0,,
,593 Little Bear Road,78610,,,,,,,,,,,
144989442,3109 River Road,78612,30.204389,-97.506244,190345.0,-2855,230317,163697,2176,,2007.0,,
,9811 Ranch to Market Road 1826,78737,,,,,,,,,,,
,2302 I 35,78664,,,,,,,,,,,
,20200 Hickory Grove Lane,78653,,,,,,,,,,,
110537176,10809 San Jose Avenue,78617,30.146006,-97.667516,,,,,1,130680,2010.0,,
29339436,11 Rob Roy Road,78746,30.308518,-97.833648,1195741.0,32040,1255528,1123997,4328,54450,1984.0,,
144240142,1226 Fort Branch Boulevard,78721,30.276278,-97.680802,,,,,,6739,,,
,10888 Jones Road,78653,,,,,,,,,,,
29352671,104 Flying Scot Street,78738,30.359393,-97.993645,464764.0,-4489,488002,441526,2313,41696,1975.0,,
,1872 Gattis School Road,78664,,,,,,,,,,,
29381200,17700 North Rim Drive,78641,30.508917,-97.890741,508849.0,-11839,534291,483407,3134,181210,1983.0,,
29455642,15821 Cadoz Drive,78728,30.464451,-97.684217,273107.0,-78,286762,259452,1714,8999,1998.0,01/03/2013,175000
,10007 Lorado Drive,78725,,,,,,,,,,,
29411217,11319 Parsons Road,78653,30.313836,-97.515506,258572.0,-4863,284429,235301,1514,119572,1965.0,,
29469570,11715 Foley Drive,78617,30.170779,-97.638008,247990.0,2240,270309,215751,2024,,,,
28605262,10555 Davy Crockett Drive,78737,30.199713,-97.959795,499166.0,-18636,524124,469216,3204,217800,1978.0,02/16/2005,482000
29346951,705 River Road,78734,30.343106,-97.929955,1649880.0,-22981,2078849,1402398,5800,40075,2002.0,,
144200479,17808 Kingfisher Ridge Drive,78645,30.394709,-97.972964,,,,,,107680,,,
,1386 Jack C Hays Trail,78610,,,,,,,,,,,
29343343,5305 Arbutus Cove,78746,30.33142,-97.794213,2502411.0,-212900,2652556,2377290,11894,87120,1989.0,,
125902375,810 East Slaughter Lane,78744,30.159396,-97.776677,,,,,,62448,,,
29514894,3605 Ebony Hollow Pass,78739,30.158133,-97.868976,490740.0,-11114,515277,466203,2912,43996,1993.0,,
29471490,12200 FM 1625,78719,30.09191,-97.733908,265347.0,11094,355565,196357,2300,65340,1920.0,,
,6010 Williamson Road,78610,,,,,,,,,,,
,2604 Del Curto Road,78704,,,,,,,,,,,
,11300 Hialeah Drive,78617,,,,,,,,,,,
,3099 Farm-to-Market Road 1327,78747,,,,,,,,,,,
,266 South Blair Street,78664,,,,,,,,,,,
249912183,11300 Menodora Drive,78748,30.166642,-97.856852,388525.0,2111,419607,369099,1932,18513,1983.0,,
,159 Colorado Drive,78612,,,,,,,,,,,
29463095,2239 Cromwell Circle,78741,30.228251,-97.718313,29630666.0,-148014,45038612,16000560,825,531432,1984.0,04/23/2015,
67003960,10404 Avery Club Drive,78717,30.50165,-97.770344,693323.0,-7786,734922,658657,5056,18104,2003.0,03/31/2004,605000
2089474206,215 The Hills Drive,78738,30.350826,-97.984194,422359.0,-388,456148,380123,2574,8232,2000.0,,
29336860,4003 Lochwood Bend Court,78738,30.301843,-97.926393,752414.0,-18124,842704,692221,3754,22364,1997.0,,
29488017,1111 Sahara Avenue,78745,30.20684,-97.79082,381726.0,5762,400812,362640,1689,10018,1963.0,08/25/2015,
29381002,16400 Red Wagon Lane,78641,30.497639,-97.882309,354148.0,11531,382480,304567,1,647737,1970.0,,
58305018,11706 Natrona Drive,78759,30.415448,-97.741586,296745.0,-1341,311582,275973,1325,5663,1972.0,08/22/2016,
29365020,5609 Painted Valley Drive,78759,30.406066,-97.757515,658197.0,5248,743763,625287,3438,57626,1996.0,,
83827656,16507 Forest Way,78734,30.427089,-97.930084,545880.0,-26375,649597,502210,2854,34186,2010.0,04/30/2013,
29453576,16302 Windermere Drive,78691,30.453188,-97.64579,198625.0,2836,208556,188694,1250,8220,1983.0,,
70342056,6128 Toye Drive,78617,30.167591,-97.613295,226211.0,-2493,237522,214900,2640,5314,2013.0,,
29356249,8005 Two Coves Drive,78730,30.363973,-97.814513,855116.0,-11981,974832,769604,3364,116087,1986.0,,
29369389,11706 Three Oaks Trail,78759,30.424557,-97.761203,442417.0,-1149,473386,420296,2217,8939,1973.0,09/28/2014,399500
29515137,504 Kingfisher Creek Drive,78748,30.14924,-97.813176,411177.0,6282,448183,382395,3111,17350,1988.0,01/19/2016,
,194 Calder Road,78616,,,,,,,,,,,
,199 Armadillo Trace,78610,,,,,,,,,,,
29476203,13305 Sleepy Hollow Road,78736,30.246785,-97.992289,607092.0,15364,692085,552454,2640,242237,1993.0,,
29373321,15817 Booth Circle,78641,30.434681,-97.913405,589175.0,6955,630417,518474,2210,47289,1970.0,,
,15133 Giese Lane,78653,,,,,,,,,,,
,787 Mustang Hollow Loop,78616,,,,,,,,,,,
29481437,7124 Gentle Oak Drive,78749,30.227979,-97.868386,412567.0,1636,433195,391939,2605,8145,1994.0,,
70344239,233 Vailco Lane,78738,30.33094,-97.95814,791131.0,752,886067,712018,4569,14549,2007.0,,
29470639,7702 Timber Hills Drive,78617,30.146196,-97.587118,185205.0,3533,212986,157424,696,392040,1969.0,,
70330353,325 Brandon Way,78733,30.322742,-97.857012,1897399.0,-38613,2182009,1688685,5372,45085,2011.0,,
29376446,10600 Beckwood Drive,78726,30.440948,-97.825906,418405.0,685,439325,397485,2829,8503,1991.0,,
,1698 Park Dale,78664,,,,,,,,,,,
,1600 Vargas Road,78741,,,,,,,,,,,
,9098 Full Moon Cove,78681,,,,,,,,,,,
,5700 1/2 Bexley Court,78739,,,,,,,,,,,
58301444,6916 Shannon Drive,78724,30.301759,-97.641622,161274.0,5229,175789,140308,1109,6146,1984.0,,
,5021 Bass Loop,78665,,,,,,,,,,,
83123777,9033 Blocker Lane,78719,30.119852,-97.668051,,,,,1216,161172,2000.0,,
,800 Screech Owl Drive,78660,,,,,,,,,,,
2091181187,8408 Parismina Lane,78735,30.267212,-97.879579,,,,,,62682,,,
29423895,8802 Slayton Drive,78753,30.355398,-97.698401,221159.0,-1248,232217,210101,1150,7701,1963.0,,
2111124766,8420 Elroy Road,78617,30.150073,-97.631651,192635.0,3969,254278,154108,1032,,,,
29365113,10104 Grand Teton Court,78759,30.40612,-97.765306,462512.0,1686,485638,439386,2297,19707,1996.0,,
29596501,16920 Squaw Valley Lane,78717,30.512881,-97.746793,398995.0,3857,418945,379045,2875,9040,1996.0,,
29487574,9513 San Diego Road,78737,30.217776,-97.907593,423145.0,5413,444302,393525,1584,43503,1979.0,07/10/2016,
,208 Manchester Lane,78737,,,,,,,,,,,
29576842,13400 Saddlebrook Trail,78729,30.459127,-97.763021,311070.0,-2910,326623,295517,2131,7492,1986.0,,
29441925,1713 Peridot Road,78660,30.413566,-97.62882,267404.0,11351,299492,254034,1576,28231,1985.0,,
,701 West Walnut Street,78660,,,,,,,,,,,
29459336,1612 East Side Drive,78704,30.246106,-97.745346,925114.0,15496,1036128,777096,2879,12232,1950.0,,
29463545,10803 Platt Lane,78725,30.232676,-97.637434,202566.0,9525,216746,182309,1699,43560,1972.0,,
,7914 FM 969,78724,,,,,,,,,,,
29413117,1301 Romeria Drive,78757,30.332618,-97.729358,451241.0,-156,473803,428679,1505,8102,1949.0,07/07/2013,404405
,12208 Jollyville Road,78759,,,,,,,,,,,
29351927,213 Flamingo Drive,78734,30.360634,-97.946269,333698.0,6971,350383,313676,1767,12001,2000.0,02/19/2003,
94883027,4704 Pyrenees Pass,78738,30.321985,-97.988309,442884.0,6085,465028,420740,2401,8712,2010.0,11/01/2016,
,7651 1/2 Kellam Road,78617,,,,,,,,,,,
29344680,4136 Westlake Drive,78746,30.334223,-97.795919,2018148.0,37354,2401596,1755789,6443,75358,1999.0,,
70348204,1316 Milagro Drive,78733,30.31754,-97.899827,746505.0,-28249,783830,679320,4200,11435,2006.0,,
29412755,1220 Camino La Costa,78752,30.325076,-97.694864,,,,,700,137950,1969.0,,
,1704 Star Light Circle,78613,,,,,,,,,,,
,919 East Saint Elmo Road,78745,,,,,,,,,,,
29484848,400 Heartwood Drive,78745,30.214965,-97.773405,317101.0,165,336127,301246,1554,8289,1977.0,,
,201 Lohman Ford Road,78645,,,,,,,,,,,
70334570,200 Boone Valley Drive,78660,30.49005,-97.608177,406014.0,601,426315,385713,5383,14039,2006.0,,
83824146,3704 Josh Lane,78730,30.363191,-97.861184,755587.0,-18022,838702,687584,3339,14793,2005.0,,
29513493,11534 Gun Fight Lane,78748,30.159086,-97.853021,354752.0,11692,372490,329919,1542,7927,1989.0,,
94641279,14007 Washoe Circle,78734,30.368204,-97.924121,379142.0,2701,398099,360185,1966,22364,2009.0,,
29468497,4535 Tucker Hill Lane,78612,30.184758,-97.51936,141732.0,-5695,155905,117638,960,279572,1990.0,,
83832297,20316 Stanley Robin Lane,78660,30.471587,-97.553549,228423.0,838,239844,217002,1442,6599,2012.0,,
29394705,1701 Giles Street,78722,30.290543,-97.714081,385785.0,1026,405074,366496,1071,7257,1947.0,,
243292068,13200 Meridian Park Boulevard,78652,30.175317,-97.923712,1090625.0,,1145156,1036094,6365,43516,2016.0,,
,996 Longhollow Road,78616,,,,,,,,,,,
83814878,101 Webberwood Way,78621,30.240464,-97.475215,159394.0,-821,181709,149830,2016,109771,1997.0,,
185237188,2000 Lakeline Oaks Drive,78613,30.479998,-97.825537,269367.0,6384,282835,245124,2146,,1997.0,,
,163 Watts Lane,78612,,,,,,,,,,,
29365471,15205 Back of the Moon Street,78734,30.410883,-97.917055,359854.0,-3617,377847,341861,1800,9408,1966.0,,
63835819,19703 Lockwood Road,78653,30.306306,-97.506876,174977.0,3393,208223,148730,1792,73181,1998.0,,
29439174,11605 Natrona Drive,78759,30.413209,-97.742418,289488.0,908,303962,269224,1138,7810,1974.0,,
,13299 RM 2769,78726,,,,,,,,,,,
,399 Sweet Grass Lane,78738,,,,,,,,,,,
,7 Heatherbloom Lane,78738,,,,,,,,,,,
,163 Quarter Avenue,78610,,,,,,,,,,,
29537346,145 Lakewood Trail,78641,30.553679,-97.81355,355960.0,-6438,384437,334602,1762,125583,1984.0,,
29494945,7229 Aldea Drive,78745,30.20049,-97.811727,270200.0,-2680,283710,245882,1050,7710,1997.0,09/13/2000,
,6278 Ranch to Market Road 967,78610,,,,,,,,,,,
,244 Stork Road,78617,,,,,,,,,,,
29336641,9280 Scenic Bluff Drive,78733,30.298423,-97.882221,645269.0,11064,761417,522668,3840,13843,1992.0,07/23/2015,
,465 Pemberton Way,78737,,,,,,,,,,,
28606914,2321 Bebee Road,78640,30.006697,-97.828367,166778.0,-1925,175117,158439,1568,43560,1998.0,,
,9298 McMeans Trail,78737,,,,,,,,,,,
29555094,9518 Meadowheath Drive,78729,30.4611,-97.782134,268743.0,-6164,287555,241869,1626,22222,1982.0,,
,4310 Doctor Scott Drive,78617,,,,,,,,,,,
,10312 Trails End Road,78641,,,,,,,,,,,
,5040 McNeil Drive,78729,,,,,,,,,,,
29353989,9108 Prince William Road,78730,30.362625,-97.837699,854680.0,1443,940148,794852,3900,54450,1999.0,,
29486303,4005 Kandy Drive,78749,30.210727,-97.840621,278329.0,860,292245,264413,1178,7423,1980.0,,
